,PID,Sale_Price
166,531369020,239303.6
167,531376090,199133.27
168,531382070,266592.75
169,531385020,200147.48
170,531452260,179831.08
171,532353020,127674.0
172,532353130,128694.19
173,532377130,138778.52
174,532378120,118338.68
175,533135020,211854.33
176,533206020,282619.9
177,533213010,238114.83
178,533213020,199853.8
179,533223030,178101.38
180,533254050,217904.78
181,533254110,230178.6
182,534128010,234508.97
183,534128190,232229.36
184,534151120,245195.02
185,534200030,120088.42
186,534202170,142087.02
187,534250400,181052.28
188,534276040,119466.72
189,534277090,147280.6
190,534400050,159383.62
191,534426110,140213.8
192,534475185,161666.19
193,534478230,142906.56
194,535101120,129632.67
195,535105100,177091.69
196,535126010,202180.27
197,535150070,137901.72
198,535151040,144878.33
199,535154060,174128.03
200,535178120,140877.89
201,535179160,136551.06
202,535300120,162563.56
203,535303110,143940.16
204,535303150,125586.56
205,535304100,117572.25
206,535352090,109654.81
207,535353140,111470.13
208,535377150,96930.49
209,535402090,157291.39
210,535402330,160520.62
211,535403190,146050.81
212,535403210,138401.94
213,535425070,192936.61
214,535426150,129667.664
215,535450160,88322.88
216,535453200,138545.1
217,535454160,127704.65
218,535476110,142830.58
219,902101010,114042.15
220,902102080,119063.445
221,902103120,120837.414
222,902105060,118286.21
223,902106010,139712.9
224,902106060,116633.57
225,902109130,100509.1
226,902110080,134045.56
227,902135020,96942.85
228,902202150,122904.24
229,902327070,152994.06
230,902402150,104280.79
231,902405100,122360.66
232,902477130,72159.33
233,903201080,162005.6
234,903226170,116207.69
235,903227070,129653.75
236,903228070,107377.89
237,903427120,138669.36
238,903458170,109738.31
239,903481120,115593.56
240,904301100,144737.6
241,904301375,118164.63
242,905105190,131532.16
243,905108190,132163.17
244,905108220,134838.53
245,905229040,160287.4
246,905402060,161668.83
247,905402070,132057.7
248,905452050,87126.07
249,905475500,92496.336
250,905480210,114839.58
251,906201021,163219.53
252,906201130,291781.8
253,906203120,270986.06
254,906226080,142264.67
255,906226090,137520.73
256,906226110,122261.08
257,906226140,122570.484
258,906230010,279185.66
259,906230020,271373.94
260,906340110,313262.12
261,906380210,208135.33
262,906392070,193768.98
263,906402060,251763.53
264,906475070,168141.42
265,907130100,203011.27
266,907194110,183898.69
267,907201220,127780.59
268,907202080,132569.64
269,907202130,154230.62
270,907227030,136597.67
271,907227080,123781.47
272,907250070,247629.17
273,907252060,245895.62
274,907252210,262251.9
275,907260030,193441.9
276,907275010,249768.2
277,907275090,241411.88
278,907280170,219878.89
279,907285020,241207.1
280,907285050,188846.25
281,907414020,212462.7
282,907420040,171181.5
283,908102050,112232.68
284,908102270,153828.12
285,908102290,107527.8
286,908152035,128361.28
287,908152100,131928.12
288,908276150,90061.67
289,909101140,140309.6
290,909179020,229677.02
291,909252020,137171.0
292,909276200,157412.02
293,909277100,138985.58
294,909282130,143751.78
295,909451040,117705.086
296,909451140,123323.28
297,909475040,308770.28
298,910204050,143232.55
299,911370500,331142.66
300,914475010,140597.83
301,914476380,182971.44
302,916176125,282028.66
303,916380070,294971.22
304,916382010,212965.12
305,916475040,331363.38
306,923201100,142771.56
307,923203110,160837.89
308,923203190,152036.12
309,923225360,93744.47
310,923225490,124928.94
311,923227080,160551.88
312,923228150,105651.33
313,923228230,93994.68
314,923276260,135246.9
315,924100040,214231.81
316,924100060,175520.8
317,527107090,189569.02
318,527161010,179139.36
319,527162180,173543.36
320,527163100,186262.8
321,527208010,318035.66
322,527212050,297140.5
323,527214030,335381.88
324,527301170,226348.64
325,527302050,180332.98
326,527357180,302726.6
327,527359070,200647.1
328,527451400,94168.81
329,528102030,325419.25
330,528104080,344955.72
331,528108150,296384.7
332,528118030,330179.28
333,528118090,343223.53
334,528120130,330823.62
335,528142020,268160.06
336,528180110,312015.56
337,528186080,295801.94
338,528186170,212562.67
339,528228445,185446.48
340,528228540,176661.06
341,528290010,192296.55
342,528326110,295273.72
343,528363110,326267.47
344,528427070,225360.2
345,528429050,229339.5
346,528435020,267111.12
347,528458050,204121.44
348,528478030,260009.72
349,528480060,312709.16
350,528480160,203765.16
351,528482020,262351.84
352,531375110,151332.19
353,531376010,179067.47
354,531382120,194764.75
355,531450090,168120.5
356,531451020,191552.05
357,531452140,157320.7
358,532351050,123745.3
359,532353050,123250.17
360,532354150,129362.234
361,532376170,118969.64
362,533206050,195681.9
363,533212050,152417.27
364,533213120,173819.62
365,533215020,314812.88
366,533236060,196243.25
367,533250050,243045.1
368,534104100,203010.39
369,534127230,175423.34
370,534129060,222147.95
371,534177180,232734.69
372,534202130,145661.1
373,534250335,168139.28
374,534277060,116677.24
375,534451170,80956.99
376,534477270,157211.84
377,535105090,159749.55
378,535151160,135098.23
379,535153140,157844.12
380,535180120,130808.25
381,535305160,109844.95
382,535327230,126329.69
383,535354200,141455.4
384,535375140,85038.94
385,535425060,168886.47
386,535427070,202639.52
387,535452120,146756.48
388,535455080,121480.55
389,902102060,147742.78
390,902103150,131842.45
391,902105010,102309.78
392,902105020,218514.9
393,902107030,116703.38
394,902109080,112077.7
395,902109120,130994.12
396,902202090,136246.34
397,902205070,93701.61
398,902205140,109116.37
399,902207120,119004.02
400,902300110,109969.086
401,902300260,128046.09
402,902330010,154738.39
403,902427045,98671.03
404,903201030,132346.1
405,903206070,141043.8
406,903225050,108849.81
407,903225140,122495.85
408,903225160,122369.336
409,903226060,152674.33
410,903226150,122659.9
411,903228060,128355.01
412,903235010,136269.67
413,903236010,128398.36
414,903400180,208892.67
415,903401020,179864.7
416,903425420,123334.13
417,903426160,138601.44
418,903455140,117521.11
419,904100020,111362.1
420,904100040,133341.92
421,904351280,120648.02
422,905102170,129019.6
423,905104180,140698.61
424,905202230,188239.05
425,905300020,138183.06
426,905352070,250003.8
427,905402090,157559.4
428,905403060,109302.016
429,905403150,142478.6
430,905426030,208459.97
431,905427050,185770.67
432,905452120,128351.19
433,906412050,333100.94
434,906424010,253832.75
435,906475100,185571.27
436,906476030,201487.03
437,907176010,199721.48
438,907181120,190377.92
439,907194020,208204.97
440,907196050,221846.27
441,907201060,149838.31
442,907202010,161215.3
443,907227300,128869.27
444,907250020,232827.88
445,907254090,239792.9
446,907255030,263169.9
447,907255060,300282.62
448,907405020,224679.08
449,907405140,206800.31
450,907412040,191033.17
451,907412070,207405.67
452,907418010,233419.48
453,907425010,142782.47
454,907425035,149873.95
455,908102140,119884.54
456,908127120,118095.47
457,908128050,135163.33
458,908154235,238831.95
459,908186040,140519.11
460,908201100,87566.52
461,908201120,111097.44
462,908250040,111729.9
463,909100170,91545.56
464,909250230,170416.39
465,909252110,165066.34
466,909256060,134422.62
467,909275040,163222.61
468,909277070,130798.75
469,909425010,226070.75
470,909428190,206764.33
471,910203020,107831.45
472,910203090,117003.53
473,910205010,134084.16
474,910251050,95519.305
475,911102090,102945.66
476,911370490,333568.3
477,911370520,295524.1
478,914465060,276261.1
479,914467050,200993.6
480,916386080,170794.9
481,916402115,202927.66
482,916402215,189641.17
483,916477020,312325.6
484,923202005,209055.72
485,923225310,100105.19
486,923225370,109116.36
487,923250210,125429.86
488,923277030,134800.98
489,1007100110,141391.78
490,527165020,158546.36
491,527184020,174845.55
492,527210060,314579.75
493,527216080,322036.34
494,527252050,303965.4
495,527256030,316366.44
496,527256040,342930.53
497,527302060,166581.62
498,527354050,179797.27
499,527356050,160687.56
500,527358060,186684.83
501,527359010,177842.58
502,527359080,199697.53
503,527359160,178475.64
504,527402090,129566.35
505,527425025,129001.09
506,527450030,105390.32
507,527450150,106710.33
508,527451170,134524.11
509,527453010,153696.31
510,527455250,124714.14
511,528102090,286576.3
512,528102100,282917.44
513,528102130,324727.9
514,528106050,352775.4
515,528108160,287428.8
516,528110100,322427.44
517,528112150,248265.73
518,528114050,336660.53
519,528118040,343986.25
520,528118050,323133.9
521,528120150,299297.25
522,528150040,310891.44
523,528150120,319626.6
524,528168040,308247.0
525,528172030,284835.3
526,528174010,199994.95
527,528174030,193574.42
528,528181070,220864.12
529,528181080,214025.38
530,528186050,292859.97
531,528186090,294452.78
532,528221030,171502.3
533,528221040,211746.27
534,528222080,170365.14
535,528228270,189252.58
536,528235160,217848.58
537,528275035,161907.64
538,528280110,172164.17
539,528290170,186317.8
540,528326060,254085.66
541,528344020,328107.56
542,528366070,271840.25
543,528427100,272149.97
544,528429090,304535.06
545,528431030,237681.69
546,528435060,249068.88
547,528439050,226313.05
548,528445020,243207.92
549,528458080,235007.48
550,528458150,305252.94
551,528482010,279535.66
552,531451150,133402.78
553,531477040,138833.25
554,532376090,147746.48
555,532476080,261053.42
556,532479120,196150.06
557,533205110,239885.2
558,533206060,189639.77
559,533206070,250593.78
560,533208010,183183.72
561,533208070,162909.64
562,533221030,178824.28
563,533242090,276450.2
564,533244040,309144.03
565,533253180,194964.66
566,533350020,302895.78
567,534127260,159268.19
568,534128090,185718.11
569,534177210,162089.31
570,534204120,147436.4
571,534252060,138354.73
572,534252070,103729.56
573,534278150,150311.5
574,534278170,143887.3
575,534403420,147287.19
576,534429030,105117.13
577,534451020,77577.42
578,534479120,125572.75
579,535151100,126151.36
580,535177110,160934.6
581,535325280,131714.62
582,535325320,128034.0
583,535327200,132648.03
584,535354050,128121.33
585,535354260,154707.52
586,535355020,199125.53
587,535378080,132073.78
588,535382150,99793.195
589,535402140,165639.45
590,535402180,121996.34
591,535426130,177666.12
592,535450190,124536.76
593,535450220,125098.68
594,535451100,118967.57
595,535453150,136425.66
596,535453180,138093.47
597,535457040,128961.414
598,535477180,114904.83
599,902106120,92992.125
600,902201090,138081.03
601,902207010,97269.7
602,902300040,124770.97
603,902301030,122781.24
604,902302150,136253.72
605,902330090,214948.69
606,902404010,143840.75
607,902427140,96299.29
608,902427180,127941.57
609,903227140,125529.336
610,903228080,131059.164
611,903234160,105662.164
612,903400040,187956.38
613,903458020,97573.34
614,903458060,117807.43
615,903475040,137823.31
616,903476100,97585.805
617,904100100,253731.94
618,904301110,123442.484
619,905101070,119171.61
620,905104090,113180.77
621,905104240,132814.02
622,905105170,124922.414
623,905107140,145020.05
624,905226170,144460.5
625,905352180,202686.95
626,905377020,159326.27
627,905451390,153769.97
628,905476225,124553.16
629,906340080,297093.03
630,906340090,304285.7
631,906380070,290099.1
632,906380120,199223.98
633,906382020,228014.34
634,906475170,243173.55
635,907130060,171662.42
636,907131060,172395.97
637,907131120,198696.1
638,907187060,209930.22
639,907192020,184765.0
640,907192040,224116.78
641,907192150,185081.06
642,907200130,128872.305
643,907200270,133604.4
644,907202220,126266.21
645,907227100,120802.2
646,907262020,201520.12
647,907280090,225319.72
648,907285040,258796.66
649,907290140,140926.9
650,907405130,193215.72
651,907410020,171352.67
652,908127070,134210.06
653,908127100,125401.73
654,908152060,133346.48
655,908152180,154014.44
656,908152280,149014.1
657,908154205,251410.3
658,908275240,112524.04
659,909251030,135108.34
660,909252170,131524.36
661,909254100,142998.02
662,909254140,110196.35
663,909275110,182658.38
664,909275310,226042.17
665,909276210,161150.0
666,909281020,133894.75
667,909425140,248690.39
668,909428120,243136.22
669,909428180,194343.25
670,909428340,206410.06
671,909451130,121650.55
672,909452102,182992.83
673,910200040,116034.91
674,910201050,122894.06
675,910203290,112216.36
676,910205130,142124.55
677,911128010,123191.125
678,911128020,113522.56
679,911370460,310483.34
680,914476330,206741.89
681,916326040,181270.25
682,916384070,263620.66
683,916384150,248222.53
684,916403290,205109.64
685,917425190,199156.55
686,921128030,297634.97
687,923202220,157862.39
688,923204050,134022.34
689,923229100,179109.45
690,526302040,138768.58
691,526302120,153099.98
692,527105060,189313.6
693,527106010,217580.27
694,527107120,185600.81
695,527108060,301669.38
696,527190050,208694.62
697,527210050,318031.0
698,527212040,345205.56
699,527226010,170829.38
700,527252090,299312.6
701,527254070,298155.8
702,527354040,231667.67
703,527355060,192535.16
704,527355280,201975.6
705,527356060,176765.72
706,527376090,151708.12
707,527376110,174283.77
708,527377030,161150.03
709,527404180,110277.12
710,527450460,110212.93
711,527451200,94527.59
712,527451460,106194.34
713,528102080,317929.62
714,528106010,303022.25
715,528114010,349158.53
716,528118110,297208.75
717,528142010,305024.62
718,528142060,299483.22
719,528142070,329361.34
720,528174080,224304.77
721,528181030,194075.47
722,528218030,183526.6
723,528218140,228407.1
724,528228360,218401.02
725,528228550,164625.25
726,528228565,200827.61
727,528228580,220162.12
728,528231050,199471.0
729,528240080,239294.81
730,528250060,181804.83
731,528315080,287226.78
732,528366040,310574.5
733,528429060,250314.2
734,528429130,292652.12
735,531376050,177006.19
736,531450040,165048.67
737,531451290,192991.5
738,531452080,170647.17
739,531452100,159245.84
740,531452210,161219.55
741,532351090,120848.05
742,532353030,141511.19
743,532376180,118738.47
744,532378050,128159.64
745,532378220,124224.59
746,533127080,307784.34
747,533208050,206598.31
748,533212110,151654.73
749,533223110,154219.7
750,533350050,305989.0
751,534127270,163761.9
752,534128210,239812.53
753,534201130,139079.81
754,534201230,140003.19
755,534201250,165390.44
756,534201260,138651.03
757,534202020,137696.97
758,534250300,201367.6
759,534275010,130223.7
760,534403440,160272.66
761,534428060,129219.35
762,534479300,120582.86
763,535101110,129698.6
764,535150300,234157.62
765,535151080,142108.06
766,535176050,141378.27
767,535180070,143593.77
768,535301150,134713.14
769,535327210,142394.0
770,535355100,115959.18
771,535376100,111617.08
772,535377100,95349.7
773,535380010,150978.88
774,535382020,138415.77
775,535402100,154995.56
776,535402220,166617.22
777,535402230,147798.28
778,535403200,122701.086
779,535425050,133479.8
780,535453160,124825.19
781,535477060,144338.97
782,535478110,124528.836
783,902100110,149557.25
784,902106040,164664.17
785,902106090,135414.19
786,902108060,106648.13
787,902109010,100528.89
788,902110120,129900.26
789,902128020,93322.54
790,902204060,133133.36
791,902207080,131440.16
792,902301120,127588.85
793,902325050,160860.78
794,902325100,150896.23
795,902328100,151250.97
796,902329070,109209.42
797,903231070,125129.52
798,903231190,119647.85
799,903235020,107120.234
800,903452090,109792.89
801,903454080,128773.39
802,904100030,134744.88
803,905100030,140791.8
804,905101330,109753.195
805,905101450,140031.8
806,905107220,156869.98
807,905107300,146990.11
808,905108120,149619.08
809,905200280,191531.56
810,905200290,164694.7
811,905200340,172082.73
812,905200380,107203.55
813,905202210,160887.55
814,905403050,125704.625
815,905426100,173449.48
816,905451050,134396.78
817,905451410,126565.07
818,905452140,142870.52
819,906380110,227964.61
820,906382040,211222.19
821,906394010,207907.95
822,906394040,219829.48
823,906394060,194957.45
824,906475050,180027.06
825,907125080,148704.8
826,907131070,198704.83
827,907135230,147436.36
828,907175030,243682.16
829,907181090,197162.45
830,907201160,151776.4
831,907203010,124184.836
832,907251100,255869.98
833,907252050,212532.62
834,907265030,243853.89
835,907401080,219631.2
836,907410040,192741.92
837,907410110,225390.33
838,907414040,197083.03
839,907418020,169015.81
840,908102320,169916.38
841,908103320,125011.86
842,908130020,133742.89
843,908178050,249618.53
844,908186060,139897.39
845,908188110,171695.23
846,908188120,171695.23
847,908188130,161363.39
848,908188140,171695.23
849,908188150,175285.88
850,909101190,127660.24
851,909103020,96463.94
852,909131125,122803.914
853,909175030,154934.39
854,909201180,122971.13
855,909256010,145296.62
856,909256020,116076.59
857,909276010,207660.62
858,909279040,114562.69
859,909280030,248566.75
860,909282110,214858.95
861,909475020,235943.22
862,911175360,108668.86
863,911175410,72245.62
864,911175430,96402.67
865,911175440,103014.836
866,913350030,211227.08
867,914476500,211730.12
868,916225130,269720.44
869,923202025,200117.08
870,923205120,137883.8
871,923225190,112819.0
872,923225260,181533.36
873,923225510,134274.61
874,923226290,81013.92
875,923228180,81691.78
876,923228260,91527.39
877,923400125,124605.69
878,924100070,178790.58
